"dam_ID","dam_name","dam_height","storage","file","permit","water_right","river","basin","county","wm_district","wm_region","meridian","township","township_char","range","range_char","sctn","latitude","longitude","last_inspection","next_inspection","hazard","download_date"
"OR01387","SEASIDE CITY RESERVOIR",45,170,"S-113",,"Cert:24279 OR *","Necanicum River",1,"CLAT",1,"NW REGION","WM",5,"N",10,"W",4,45.95233154,-123.92079162,"06/22/2016",2017,"High","5/20/2017"
"OR01389","CLARENCE BUHLER DAM",19.5,11,"B-40",,"Cert:36667 OR *",,2,"POLK",16,"NW REGION","WM",6,"S",5,"W",31,45.01071166,-123.34226226,"03/07/2014",2020,"Low","5/20/2017"
"OR01399","CLEAR CREEK (BADSKY POND)",20,30,"C-47",,"Cert:5818 OR *","Muddy Creek",9,"BAKE",8,"E REGION","WM",8,"S",38,"E",5,44.90373992,-118.0943222,"11/10/2010",2016,"Low","5/20/2017"
"OR01416","COGLAN RESERVOIR",15,18.8,"C-23",,"Cert:78666 OR *","Coglan Canyon",13,"LAKE",12,"SC REGION","WM",33,"S",20,"E",33,42.66699981,-120.3721466,"NSI","NSI","Low","5/20/2017"
"OR01430","Cook Reservoir (Wash)",27.5,13.6,"C-72","R-5756","Cert:44238 OR *","Tualatin River, Trib to",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",28,45.45536041,-123.06645965,"03/19/2015",2018,"Significant","5/20/2017"
"OR01435","COPP RESERVOIR",12,16,"C-27",,"Cert:21362 OR *",,2,"POLK",16,"NW REGION","WM",7,"S",5,"W",10,44.97164916,-123.28249359,"02/22/2016",2022,"Low","5/20/2017"
"OR01436","COQUILLE PLYWOOD MILL POND",11,180,"LP-6",,"Cert:26351 OR *","Coquille River",17,"COOS",19,"SW REGION","WM",28,"S",13,"W",2,43.18017959,-124.21240234,"01/30/2009",2015,"Low","5/20/2017"
"OR01462","COYOTE HOLES RESERVOIR",10.2,10.5,"C-43",,"Cert:74856 CR *","Dry Creek, Trib to",11,"MALH",9,"E REGION","WM",35,"S",44,"E",6,42.53427124,-117.36016082,"NSI","NSI","Low","5/20/2017"
"OR01477","CROWS NEST RESERVOIR",21.8,48.6,"C-34",,"Permit: R  11462 *","Dry Creek, Trib to",11,"MALH",9,"E REGION","WM",34,"S",43,"E",2,42.62187957,-117.39961242,"NSI","NSI","Low","5/20/2017"
"OR01485","CUTSFORTH DAM",12,21,"C-86",,"Cert:83161 OR *","Rasmus Meadow Creek",6,"MORR",4,"NC REGION","WM",5,"S",28,"E",9,45.15195846,-119.34523773,"10/20/2016",2022,"Low","5/20/2017"
"OR01502","DAYTON FACILITY WASTE RESERVOIR",11,31.5,"D-23",,"Cert:58854 OR *","Wastewater from Brining",2,"YAMH",16,"NW REGION","WM",4,"S",3,"W",33,45.18033981,-123.06446075,"03/03/2016",2022,"Low","5/20/2017"
"OR01503","DERAEVE RESERVOIR #2",22,103,"D-45",,"Cert:83202 OR *","Ash Swale, Trib to",2,"POLK",16,"NW REGION","WM",6,"S",4,"W",7,45.0580902,-123.22476196,"04/06/2011",2017,"Low","5/20/2017"
"OR01516","Deardorff #11 (small)",11,27.2,"D-31","R-5314","Cert:41496 OR *","Beaver Creek & Little Coal Creek",2,"CLAC",16,"NW REGION","WM",6,"S",2,"E",27,45.01416015,-122.54601287,"10/02/2015",2021,"Low","5/20/2017"
"OR01518","DEEP CREEK RESERVOIR",16,10,"D-29",,"Cert:26904 OR *","Deep Creek",2,"CLAC",20,"NW REGION","WM",2,"S",4,"E",34,45.35115051,-122.30039215,"10/06/2010",2016,"Low","5/20/2017"
"OR01538","DEVERS RESERVOIR 1",16.5,9.7,"D-12",,"Cert:40049 OR *",,2,"MARI",16,"NW REGION","WM",7,"S",1,"E",2,44.98984909,-122.64498901,"09/28/2015",2021,"Low","5/20/2017"
"OR01540","DEVILS LAKE (KLAMATH)",16,1080,"D-7",,"Cert:24634 OR *","Trib to Fish Hole Creek",14,"KLAM",17,"SC REGION","WM",37,"S",15,"E",33,42.31254959,-120.95484924,"08/03/2016",2022,"Low","5/20/2017"
"OR01543","Diack Reservoir",26,20,"D-24","R-1498","Cert:29764 OR *","Sandy River, Trib of",3,"MULT",20,"NW REGION","WM",1,"S",4,"E",22,45.47439956,-122.29824829,"04/08/2009",2015,"Low","5/20/2017"
"OR01546","DIATOMITE RESERVOIR",12,10.1,"D-6",,"Cert:68769 OR *","Poverty Basin, Trib to",13,"LAKE",12,"SC REGION","WM",30,"S",20,"E",12,42.97800064,-120.29035949,"NSI","NSI","Low","5/20/2017"
"OR01573","DRAIN SEWAGE LAGOON",17,40,"LG-3",,,"City Sewage",16,"DOUG",15,"SW REGION","WM",22,"S",5,"W",17,43.65835952,-123.32631683,"01/17/2012",2015,"Significant","5/20/2017"
"OR01574","Drescher Reservoir",21,21.2,"D-32","R-1943","Cert:29312 OR *","Drescher Creek",2,"CLAC",16,"NW REGION","WM",5,"S",1,"E",30,45.10843333,-122.740825,"10/16/2014",2017,"Significant","5/20/2017"
"OR01580","Drift Reservoir (BLM)",16,10,"D-27","R-9242","Cert:67441 OR *","Piute Creek, Trib to",12,"LAKE",10,"E REGION","WM",40,"S",26,"E",14,42.09389114,-119.61441802,"NSI","NSI","Low","5/20/2017"
"OR01599","DRY HOLE RESERVOIR",11.6,10,"D-21",,"Cert:52174 OR *","Dry Creek, Trib to",11,"MALH",9,"E REGION","WM",35,"S",43,"E",9,42.51387023,-117.43739318,"NSI","NSI","Low","5/20/2017"
"OR01632","ECHAVE RESERVOIR #3 (BLM)",12.4,9.8,"E-3",,"Permit: R  8798 *","Blue Mtn. Draw",11,"MALH",9,"E REGION","WM",38,"S",41,"E",21,42.26448059,-117.90721893,"NSI","NSI","Low","5/20/2017"
"OR01635","ED ZACH A",18,33.5,"Z-11",,"Cert:40039 OR *","Bocklee Creek",2,"MARI",16,"NW REGION","WM",5,"S",1,"W",35,45.0943489,-122.77397155,"10/20/2015",2021,"Low","5/20/2017"
"OR01643","EIGUREN RESERVOIR",24,9.3,"E-16",,"Cert:58150 OR *","Owyhee River, Trib to",11,"MALH",9,"E REGION","WM",31,"S",43,"E",24,42.84811019,-117.39981079,"NSI","NSI","Low","5/20/2017"
"OR01648","ELEANOR",16,18,"E-5",,"Cert:29842 OR *","Big Lick",16,"DOUG",15,"SW REGION","WM",29,"S",4,"W",6,43.08074951,-123.21994018,"10/18/2013",2019,"Low","5/20/2017"
"OR01653","Emil Creek Reg. Dam",20,10.7,"E-22","R-4576","Cert:46266 OR *","Coe & Elliott Creeks",4,"HOOD",3,"NC REGION","WM",1,"N",10,"E",32,45.52190017,-121.59020233,"05/16/2013",2019,"Low","5/20/2017"
"OR01654","EMMEL BROS. RESERVOIR",27,11.5,"E-27",,,"Slaugherhouse Gulch",6,"GRAN",4,"NC REGION","WM",12,"S",34,"E",30,44.5024414,-118.67091369,"12/03/2009",2015,"Low","5/20/2017"
"OR01657","Eola Hills Reservoir",19,36.7,"C-69","R-9965","Cert:62251 OR *","King Creek, Trib to",2,"POLK",16,"NW REGION","WM",6,"S",4,"W",13,45.04376983,-123.12877655,"09/03/2015",2018,"Significant","5/20/2017"
"OR01683","FAST, MARVIN",22,35,"F-16",,"Cert:46493 OR *","Salt Creek, Trib to",2,"POLK",16,"NW REGION","WM",6,"S",5,"W",31,45.01222991,-123.34364318,"10/29/2014",2019,"Low","5/20/2017"
"OR01715","FIVE POINTS RESERVOIR (BLM)",18,28.66,"F-12",,"Permit: R  8725 *","Little Owyhee River, Trib to",11,"MALH",9,"E REGION","WM",35,"S",43,"E",25,42.4725418,-117.37751007,"NSI","NSI","Low","5/20/2017"
"OR01722","Fleshman Reservoir 2",24,10.6,"F-28","R-5247","Cert:38416 OR *",,2,"CLAC",20,"NW REGION","WM",3,"S",5,"E",4,45.34191894,-122.20832824,"10/14/2010",2016,"Low","5/20/2017"
"OR01746","FOSTER CREEK RESERVOIR",16.7,38.4,"F-31",,"Cert:64527 OR *","Foster Creek",13,"LAKE",12,"SC REGION","WM",32,"S",16,"E",14,42.79365158,-120.7928009,"08/09/2012",2018,"Low","5/20/2017"
"OR01752","Fourth Creek Reservoir",12,21,"F-7","R-614","Cert:11180 OR *","Fourth Creek",17,"COOS",19,"SW REGION","WM",25,"S",14,"W",36,43.36228942,-124.29866027,"NSI","NSI","Significant","5/20/2017"
"OR01756","FOX NO. 2",24,21,"F-20",,"Cert:33967 OR *",,2,"MARI",16,"NW REGION","WM",7,"S",1,"E",32,44.9185791,-122.72247314,"02/15/2013",2019,"Low","5/20/2017"
"OR01764","Frazier Seeding Reservoir (BLM)",25,22.3,"F-3","R-7644","Cert:63152 OR *","Donner and Blitzen River, Trib",12,"HARN",10,"E REGION","WM",32,"S",32.5,"E",9,42.81483078,-118.84822845,"NSI","NSI","Low","5/20/2017"
"OR01767","FREEMAN RESERVOIR 1",11.5,45,"F-45",,"Cert:63726 OR *","Salt Creek",2,"YAMH",16,"NW REGION","WM",5,"S",4,"W",29,45.1079216,-123.21307373,"02/03/2011",2017,"Low","5/20/2017"
"OR01773","FRERES LUMBER COMPANY LOG POND",10,45,"LP-54",,"Cert:28703 OR *",,2,"LINN",16,"NW REGION","WM",9,"S",2,"E",19,44.7696495,-122.60726165,"07/02/2014",2020,"Low","5/20/2017"
"OR01775","FRY RESERVOIR",20,15.7,"F-18",,"Cert:23364 OR *","Fry Creek & Senecal Creek",2,"MARI",16,"NW REGION","WM",4,"S",1,"W",21,45.21533966,-122.80741119,"07/08/2010",2016,"Low","5/20/2017"
"OR01789","GEORGE RESERVOIR",20,10,"G-22",,"Cert:21588 OR *","Meyers Creek",17,"COOS",19,"SW REGION","WM",28,"S",12,"W",8,43.16416168,-124.15527343,"null",2015,"Low","5/20/2017"
"OR01793","Gibson and Gibson Waste Lagoon",12,36,"LG-74","R-6093","Cert:49572 OR *","Dairy barns waste",2,"LANE",2,"NW REGION","WM",15,"S",5,"W",12,44.27396011,-123.24588012,"04/02/2014",2020,"Low","5/20/2017"
"OR01806","GOODYEAR",15,29,"G-38",,"Cert:66721 OR *","Cow Creek, Trib to",11,"MALH",9,"E REGION","WM",28,"S",45,"E",36,43.08834838,-117.15128326,"NSI","NSI","Low","5/20/2017"
"OR01832","GRIFFITH RESERVOIR",17,45,"G-23",,"Cert:27823 OR *",,2,"LANE",2,"NW REGION","WM",18,"S",5,"W",9,44.02037811,-123.29122161,"05/05/2016",2022,"Low","5/20/2017"
"OR01834","GRIZZLEY CREEK RESERVOIR NO. 1",14,37,"G-17A",,"Cert:57373 CF *","South Fork of Grizzley Creek",14,"JACK",13,"SW REGION","WM",38,"S",4,"E",7,42.27999114,-122.3945465,"08/22/2006",2014,"Low","5/20/2017"
"OR01839","GUSTAV KRAUSE",23,36,"K-18",,"Cert:30849 OR *",,2,"WASH",18,"NW REGION","WM",1,"S",3,"W",35,45.44583892,-123.0195465,"08/06/2013",2018,"Low","5/20/2017"
"OR01840","GUTHRIE RESERVOIR",13,23.2,"G-31",,"Cert:43531 OR *","Davis Creek",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",26,45.46183013,-123.02713775,"03/08/2010",2015,"Low","5/20/2017"
"OR01841","GYGI AND ENGEL RESERVOIR",14,13,"G-27",,"Cert:37790 OR *","Trib to Bummer Creek",18,"BENT",16,"NW REGION","WM",14,"S",8,"W",24,44.33274078,-123.61132812,"02/24/2010",2016,"Low","5/20/2017"
"OR01847","Haines - City Lagoon #2",14,21.8,"LG-78b","R-7988","Cert:61717 OR *","City Sewage",9,"BAKE",8,"E REGION","WM",7,"S",39,"E",34,44.91260147,-117.91561126,"03/13/2013",2019,"Low","5/20/2017"
"OR01848","Haines - City Lagoon #3",13.5,10.7,"LG-78c","R-7988","Cert:61717 OR *","City Sewage",9,"BAKE",8,"E REGION","WM",7,"S",39,"E",34,44.91323089,-117.91632843,"03/13/2013",2019,"Low","5/20/2017"
"OR01872","HARPER RESERVOIR",12,34,"H-10",,"Cert:38960 OR *",,15,"JACK",13,"SW REGION","WM",36,"S",1,"E",19,42.41865921,-122.75151062,"02/05/2010",2016,"Low","5/20/2017"
"OR01883","HARTLEY",10,17,"H-35",,"Cert:2063 OR *","Munger Creek",15,"JOSE",14,"SW REGION","WM",39,"S",5,"W",4,42.21091842,-123.29734802,"02/23/2012",2018,"Low","5/20/2017"
"OR01884","HARTUNG LAKE",12,24.6,"H-3",,"Cert:58673 OR *","Willow Creek",2,"WASH",18,"NW REGION","WM",1,"N",1,"W",28,45.53876876,-122.82074737,"11/10/2010",2016,"Low","5/20/2017"
"OR01885","Haskell Reservoir",15,100,"H-37","X6-394",,"Elk Creek",9,"BAKE",8,"E REGION","WM",10,"S",39,"E",23,44.68547058,-117.89364624,"05/20/2015",2021,"Low","5/20/2017"
"OR01889","HAWKS NEST RESERVOIR",24.5,32,"H-21",,"Cert:58540 OR *",,11,"MALH",9,"E REGION","WM",28,"S",45,"E",8,43.14677047,-117.22979736,"NSI","NSI","Low","5/20/2017"
"OR01891","HAY LAKE",10,200,"NID-204",,,"Hay and Avery Creeks",12,"HARN",10,"E REGION","WM",24,"S",24,"E",24,43.47111129,-119.76055908,"01/01/1960",0,"Low","5/20/2017"
"OR01892","HAYHURST ROAD RESERVOIR",30,70,"D-39",,,"Bear Creek (offstream)",16,"DOUG",15,"SW REGION","WM",22,"S",5,"W",18,43.65253067,-123.33940887,"09/07/2016",2017,"High","5/20/2017"
"OR01894","HAYS RESERVOIR",15,25,"H-71",,"Cert:64086 OR *","Willamette River, Trib to",2,"YAMH",16,"NW REGION","WM",4,"S",3,"W",3,45.252509,-123.039324,"03/20/2009",2015,"Low","5/20/2017"
"OR01899","Heater Dam",25,32.5,"H-31","R-2301","Cert:34071 OR *","South Branch Valentine Creek",2,"MARI",16,"NW REGION","WM",9,"S",1,"E",9,44.80767222,-122.68268055,"07/02/2014",2017,"Significant","5/20/2017"
"OR01905","Henderer Reservoir",17,13.9,"H-24","R-7402","Permit: R  7402 *","Hayes Creek, Trib to",2,"LANE",2,"NW REGION","WM",19,"S",5,"W",9,43.93106079,-123.28972625,"04/23/2012",2018,"Low","5/20/2017"
"OR01923","HILLCREST RESERVOIR",16,16.1,"H-12",,"Permit: R  6774 *","South Fork Little Butte Creek",15,"JACK",13,"SW REGION","WM",37,"S",1,"W",21,42.33761978,-122.82122039,"09/22/2016",2022,"Low","5/20/2017"
"OR01925","HILLS RESERVOIR (POLK)",19,43.6,"H-66",,"Cert:33869 OR *","Spring Valley Creek",2,"POLK",16,"NW REGION","WM",6,"S",3,"W",18,45.0437088,-123.09832763,"01/14/2014",2020,"Low","5/20/2017"
"OR01933","HOEFER-PIERSON RESERVOIR",23,15.8,"H-46",,"Cert:41180 OR *","Christensen Creek",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",27,45.45917129,-123.04740142,"10/20/2016",2019,"Significant","5/20/2017"
"OR01944","HOLZHAUSER RESERVOIR",19,40,"H-27",,"Cert:58437 OR *","Maple Spring Gulch",15,"JOSE",14,"SW REGION","WM",38,"S",5,"W",26,42.24085833,-123.254625,"02/13/2013",2019,"Low","5/20/2017"
"OR01945","HOMESITE #1",22,46,"H-41",,"Cert:41952 OR *","Ridley Creek",9,"BAKE",8,"E REGION","WM",7,"S",41,"E",12,44.9676,-117.63658333,"04/26/2017",2023,"Low","5/20/2017"
"OR01951","HOOVER CREEK RESERVOIR",16,12.6,"H-19",,"Cert:30228 OR *","Hoover Creek, Trib/Butte Creek",6,"WHEE",21,"NC REGION","WM",6,"S",21,"E",22,45.02843333,-120.18641666,"08/26/2014",2020,"Low","5/20/2017"
"OR01953","Horning Reservoir  (Wash)",20,22.3,"H-7","R-5757","Cert:87987 CF *","Brunswick Canyon Creek",2,"WASH",18,"NW REGION","WM",2,"N",3,"W",11,45.67422866,-123.0125885,"04/16/2014",2020,"Low","5/20/2017"
"OR01986","HULL-OAKES LUMBER COMPANY RESERVOIR",10,9.2,"LP-52",,"Cert:38205 OR *","Trib to Oliver Creek",2,"BENT",16,"NW REGION","WM",14,"S",6,"W",16,44.36074066,-123.4140625,"06/24/2010",2016,"Low","5/20/2017"
"OR01989","HUNTER CREEK RESERVOIR",15.5,9.98,"H-28",,"Cert:58017 OR *","Cottonwood Creek, Trib to",10,"MALH",9,"E REGION","WM",21,"S",42,"E",15,43.74877929,-117.56855773,"NSI","NSI","Low","5/20/2017"
"OR01998","INDIAN CANYON RESERVOIR",10,9.7,"I-7",,"Cert:62911 OR *","Indian Canyon",11,"MALH",9,"E REGION","WM",33,"S",45,"E",29,42.65625,-117.2251892,"NSI","NSI","Low","5/20/2017"
"OR01999","INDIAN LAKE",10,23,"I-1",,"Cert:31589 OR *","North Fork Illinois River",15,"JOSE",14,"SW REGION","WM",40,"S",8,"W",19,42.07223892,-123.69911193,"07/30/2009",2015,"Low","5/20/2017"
"OR02007","Iseli Nursery 3 Reservoir",12,46,"I-3","R-9901","Cert:85586 OR *","Unnamed/Tributary Deep Creek",2,"CLAC",20,"NW REGION","WM",2,"S",4,"E",8,45.41397094,-122.34555816,"08/27/2010",2016,"Low","5/20/2017"
"OR02020","JACKSON RESERVOIR (WASH)",10,30,"J-27",,"Cert:23314 OR *","Jackson Creek",2,"WASH",18,"NW REGION","WM",1,"S",2,"W",33,45.43683611,-122.93405,"03/17/2015",2021,"Low","5/20/2017"
"OR02025","JAG SPRING RESERVOIR",15.3,12.4,"J-20",,"Cert:66367 OR *","Sand Hollow Creek, Trib to",10,"MALH",9,"E REGION","WM",20,"S",43,"E",17,43.82963943,-117.48034667,"NSI","NSI","Low","5/20/2017"
"OR02035","Jeffs Reservoir",22,16.6,"J-28","R-4271","Cert:52114 OR *","Owyhee River, Trib to",11,"MALH",9,"E REGION","WM",40,"S",46,"E",7,42.10833358,-117.37166595,"NSI","NSI","Low","5/20/2017"
"OR02042","JIM RESERVOIR",12.8,14.7,"J-10",,"Cert:67425 OR *","Dry Valley, Trib to",13,"HARN",10,"E REGION","WM",29,"S",25,"E",20,43.04433059,-119.78137969,"NSI","NSI","Low","5/20/2017"
"OR02046","JOHN HOESTRE",10,32,"H-22",,"Cert:39455 OR *","Upper Salt Creek",2,"POLK",16,"NW REGION","WM",7,"S",5,"W",6,44.99645996,-123.34091186,"06/09/2015",2021,"Low","5/20/2017"
"OR02048","Buether Lower Reservoir",33,45.5,"B-30b","R-4712","Cert:38276 OR *","Cottonwood Creek",5,"SHER",3,"NC REGION","WM",3,"S",16,"E",33,45.26034164,-120.8215332,"12/08/2015",2021,"Low","5/20/2017"
"OR02051","Johnson Creek Reservoir (Linn)",10,10.5,"J-13","R-1406","Cert:21140 OR *","Johnson Creek",2,"LINN",2,"NW REGION","WM",14,"S",1,"W",9,44.36978149,-122.81938934,"11/19/2010",2016,"Low","5/20/2017"
"OR02061","JONES AND BRYANT RESERVOIR",10,11.8,"J-12",,"Cert:49121 OR *","Ashland Creek",15,"JACK",13,"SW REGION","WM",38,"S",1,"E",32,42.2149887,-122.72068023,"03/16/2016",2022,"Low","5/20/2017"
"OR02062","JONGENEEL ANIMAL WASTE LAGOON",11,15.2,"LG-34",,"Cert:52074 OR *","Off channel: Animal waste",2,"MARI",16,"NW REGION","WM",6,"S",1,"E",7,45.0685997,-122.73033905,"12/16/2010",2016,"Low","5/20/2017"
"OR02080","KEENEY CREEK",13,43.6,"K-17",,"Cert:36044 OR *","Keeney & Drake Creeks",5,"CROO",11,"SC REGION","WM",17,"S",20,"E",22,44.08428055,-120.31070277,"NSI","NSI","Low","5/20/2017"
"OR02101","KINZUA",27,40,"K-15",,"Cert:30230 OR *",,6,"WHEE",21,"NC REGION","WM",7,"S",22,"E",12,44.97528839,-120.04762268,"09/30/2014",2020,"Low","5/20/2017"
"OR02103","KIVETT 1",18,30,"K-29A",,"Cert:29934 OR *","Unnamed",10,"BAKE",9,"E REGION","WM",14,"S",43,"E",23,44.34159088,-117.42687988,"10/03/2012",2018,"Low","5/20/2017"
"OR02104","KIVETT 2",17,23,"K-29B",,"Cert:29936 OR *","Unnamed",10,"BAKE",9,"E REGION","WM",14,"S",43,"E",23,44.34046936,-117.42030334,"10/03/2012",2018,"Low","5/20/2017"
"OR02109","KOEHNKE",20,11.7,"K-36",,"Cert:40829 OR *","North Branch Campbell Creek",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",34,45.44477844,-123.04633331,"11/09/2016",2022,"Low","5/20/2017"
"OR02123","KUNZ DAM",20,45,"K-8",,"Cert:21853 OR *","Martin Creek",2,"YAMH",16,"NW REGION","WM",4,"S",3,"W",6,45.24728012,-123.09761047,"05/18/2016",2022,"Low","5/20/2017"
"OR02124","KYLLO RESERVOIR",21,44,"K-13",,"Cert:26450 OR *","Unnamed",2,"CLAC",16,"NW REGION","WM",5,"S",1,"E",11,45.15636062,-122.66053771,"11/13/2015",2021,"Low","5/20/2017"
"OR02128","L.R.M. POND",12,19.8,"L-7",,"Cert:51794 OR *","Christensen Creek, Trib to",2,"WASH",18,"NW REGION","WM",1,"S",2,"W",31,45.44522857,-122.98191833,"05/29/2008",2014,"Low","5/20/2017"
"OR02133","Lake Camp Baldwin",23,49.1,"L-1","R-4526","Cert:36812 OR *","Ditch via Eight Mile Creek, Trib Columbia River",4,"WASC",3,"NC REGION","WM",2,"S",11,"E",9,45.40578842,-121.42098236,"11/06/2012",2018,"Low","5/20/2017"
"OR02137","PAYNE LAKE NO. 1",18.5,30,"P-33",,"Cert:30410 OR *","Unnamed; Trib to Willamette",2,"MARI",16,"NW REGION","WM",9,"S",3,"W",5,44.8133316,-123.08611297,"05/10/2016",2022,"Low","5/20/2017"
"OR02172","Lester James Reservoir 2",15,29,"J-11","R-1855","Cert:23968 OR *","Snyder Creek",15,"JACK",13,"SW REGION","WM",35,"S",2,"W",33,42.48981857,-122.94793701,"02/03/2014",2017,"Significant","5/20/2017"
"OR02182","LIPPERT RESERVOIR #1 (LOWER)",23,41,"L-13B",,"Cert:27472 OR *","Powel Creek & Slough",15,"JOSE",14,"SW REGION","WM",38,"S",5,"W",11,42.27352142,-123.26055145,"06/17/2013",2019,"Low","5/20/2017"
"OR02196","Little Hyatt Reservoir",15,20,"H-56",,,"Keene Creek",14,"JACK",13,"SW REGION","WM",39,"S",3,"E",20,42.15903091,-122.48567199,"NSI","NSI","Significant","5/20/2017"
"OR02200","Little North Woahink Lake",10,45,"L-16","R-2685","Cert:31076 OR *",,18,"LANE",15,"SW REGION","WM",19,"S",12,"W",11,43.93400955,-124.09078979,"02/16/2012",2018,"Low","5/20/2017"
"OR02209","LITTLE RESERVOIR 5",18.4,20.5,"L-21A",,"Cert:40192 OR *",,14,"KLAM",17,"SC REGION","WM",37,"S",15,"E",21,42.34178924,-120.94297027,"06/09/2009",2015,"Low","5/20/2017"
"OR02210","LITTLE RESERVOIR 6",12,12.7,"L-21B",,"Cert:40193 OR *",,14,"KLAM",17,"SC REGION","WM",37,"S",15,"E",28,42.33958816,-120.95465087,"11/05/2010",2016,"Low","5/20/2017"
"OR02213","LITTLE SANDY",15,2011.43,"L-52",,,,3,"CLAC",20,"NW REGION","WM",2,"S",5,"E",10,45.41500555,-122.17750555,"null",0,"Low","5/20/2017"
"OR02218","LITTLE SNAKE RESERVOIR",12.4,10,"L-18",,"Cert:74516 OR *","Rattlesnake Creek Trib to",11,"MALH",9,"E REGION","WM",37,"S",44,"E",33,42.31809997,-117.55426788,"NSI","NSI","Low","5/20/2017"
"OR02241","HR KUEHNE LOG POND",16,22.4,"LP-69",,"Cert:24086 OR *","Millican Creek",2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",30,45.27418899,-123.09954071,"05/08/2009",2015,"Low","5/20/2017"
"OR02298","Lower Fort Creek, Reservoir",10,22.49,"L-26","R-7873","Cert:76877 CR *","Owyhee River, Trib to",11,"MALH",9,"E REGION","WM",28,"S",41,"E",1,43.17057037,-117.64987945,"NSI","NSI","Low","5/20/2017"
"OR02331","MARCOTT RESERVOIR",21,24.3,"M-16",,"Cert:45555 OR *",,2,"MARI",16,"NW REGION","WM",8,"S",1,"E",5,44.8996582,-122.71513366,"09/28/2015",2021,"Low","5/20/2017"
"OR02340","Marx, Emil #2",20,35,"M-71","R-4903","Cert:42843 OR *",,2,"POLK",16,"NW REGION","WM",7,"S",4,"W",4,44.98741944,-123.18741944,"07/25/2012",2018,"Low","5/20/2017"
"OR02348","MCBRIDE RESERVOIR",22,40,"M-23",,"Cert:21704 OR *","Birch Creek",10,"MALH",9,"E REGION","WM",15,"S",45,"E",9,44.27671051,-117.21665191,"06/21/2012",2018,"Low","5/20/2017"
"OR02355","MCCOMAS DAM",17,23,"M-33",,"Cert:28557 OR *",,16,"DOUG",15,"SW REGION","WM",27,"S",7,"W",13,43.21437072,-123.47834777,"12/03/2009",2017,"Low","5/20/2017"
"OR02356","MCCORMICK RESERVOIR",24,38,"M-26",,"Cert:28666 OR *","Rogue River, Trib to",15,"JACK",13,"SW REGION","WM",36,"S",2,"W",29,42.40925979,-122.96951293,"10/29/2014",2017,"Significant","5/20/2017"
"OR02369","MCFARLAND RESERVOIR",14,13,"M-105",,"Cert:58447 OR *","Tualatin River, Trib to",2,"WASH",18,"NW REGION","WM",2,"S",1,"W",6,45.42934036,-122.86344909,"11/14/2013",2018,"Low","5/20/2017"
"OR02374","MCNULTY RESERVOIR",14.4,42.7,"M-110",,"Cert:79123 OR *","Juniper Creek",11,"MALH",9,"E REGION","WM",25,"S",41,"E",24,43.38333511,-117.65833282,"NSI","NSI","Low","5/20/2017"
"OR02382","MERLIN SEED ORCHARD",16,11.5,"M-15",,"Cert:88657 CF *",,15,"JOSE",14,"SW REGION","WM",35,"S",6,"W",9,42.54270935,-123.41710662,"NSI","NSI","Low","5/20/2017"
"OR02389","Metropolitan Wastewater Lagoon",15,224,"LG-59","R-9852","Cert:65037 OR *","Wastewater",2,"LANE",2,"NW REGION","WM",16,"S",4,"W",34,44.14200973,-123.16671752,"11/22/2010",2016,"Low","5/20/2017"
"OR02394","MIDDLE CHIMNEY CREEK",15,9.3,"M-21",,"Cert:74452 CR *",,11,"MALH",9,"E REGION","WM",35,"S",42,"E",33,42.4535408,-117.55339813,"NSI","NSI","Low","5/20/2017"
"OR02396","MIDDLE FENCE RESERVOIR",18.9,9.2,"M-30",,"Cert:79132 OR *","Keeney Creek, Trib to",10,"MALH",9,"E REGION","WM",22,"S",42,"E",31,43.61011123,-117.62767791,"NSI","NSI","Low","5/20/2017"
"OR02406","KOENNECKE MILL POND",10,40,"LP-13",,"Inchoate: T  11049 CF (REG) *","McKay Creek",2,"WASH",18,"NW REGION","WM",1,"N",2,"W",7,45.58742904,-122.98380279,"10/19/2010",2016,"Low","5/20/2017"
"OR02409","Miller Dam",31.5,19,"M-92","R-11007","Cert:83353 OR *","Bridge Creek, West & Spring Branch",6,"WHEE",21,"NC REGION","WM",12,"S",20,"E",10,44.54224014,-120.32483673,"09/29/2014",2020,"Low","5/20/2017"
"OR02427","MOCHETTAZ, D. RESERVOIR",18,22,"M-28",,"Cert:22434 OR *",,2,"YAMH",16,"NW REGION","WM",4,"S",5,"W",16,45.22048187,-123.30928039,"06/14/2016",2022,"Low","5/20/2017"
"OR02435","MONITOR DAM",23,26.5,"M-65",,"Cert:75522 OR *","Trib to Butte Creek",2,"CLAC",16,"NW REGION","WM",5,"S",1,"W",24,45.11941146,-122.75559997,"02/02/2012",2018,"Low","5/20/2017"
"OR02446","DESERT PARK DAIRY NO. 1 (LAGOON)",11,28,"LG-43A",,"Cert:56374 OR *","Dairy Waste",2,"MARI",16,"NW REGION","WM",9,"S",3,"W",36,44.74901962,-122.99417877,"03/12/2014",2020,"Low","5/20/2017"
